sdc_event_id,superevent_id,model_id,model_filepath,gcn_filepath,timestamp_utc,distance_mpc,z,pointings
803,GW290406c,280,gammapy_models/GW290406c_catO5_280_gammapy.fits,GCNs/GW290406c_GCN.json,2029-04-06 21:17:46.947961,599.0,0.124,[]
804,GW290407a,852,gammapy_models/GW290407a_catO5_852_gammapy.fits,GCNs/GW290407a_GCN.json,2029-04-07 00:00:41.838772,472.0,0.099,[]
805,GW290407b,1387,gammapy_models/GW290407b_catO5_1387_gammapy.fits,GCNs/GW290407b_GCN.json,2029-04-07 05:00:34.838538,1150.0,0.224,[]
806,GW290407c,2167,gammapy_models/GW290407c_catO5_2167_gammapy.fits,GCNs/GW290407c_GCN.json,2029-04-07 06:52:40.958429,255.0,0.055,[]
807,GW290407d,1682,gammapy_models/GW290407d_catO5_1682_gammapy.fits,GCNs/GW290407d_GCN.json,2029-04-07 19:54:07.985795,574.0,0.119,[]
808,GW290409a,537,gammapy_models/GW290409a_catO5_537_gammapy.fits,GCNs/GW290409a_GCN.json,2029-04-09 03:04:23.071841,356.0,0.076,[]
809,GW290409b,756,gammapy_models/GW290409b_catO5_756_gammapy.fits,GCNs/GW290409b_GCN.json,2029-04-09 11:58:33.126839,638.0,0.131,[]
810,GW290409c,79,gammapy_models/GW290409c_catO5_79_gammapy.fits,GCNs/GW290409c_GCN.json,2029-04-09 17:09:28.533732,124.0,0.027,[]
811,GW290409d,1801,gammapy_models/GW290409d_catO5_1801_gammapy.fits,GCNs/GW290409d_GCN.json,2029-04-09 23:58:37.384057,786.0,0.159,[]
812,GW290410a,999,gammapy_models/GW290410a_catO5_999_gammapy.fits,GCNs/GW290410a_GCN.json,2029-04-10 06:11:23.725683,333.0,0.071,[]
813,GW290410b,2173,gammapy_models/GW290410b_catO5_2173_gammapy.fits,GCNs/GW290410b_GCN.json,2029-04-10 06:24:38.561630,274.0,0.059,[]
814,GW290411a,1603,gammapy_models/GW290411a_catO5_1603_gammapy.fits,GCNs/GW290411a_GCN.json,2029-04-11 06:13:16.411134,755.0,0.153,[]
815,GW290411b,200,gammapy_models/GW290411b_catO5_200_gammapy.fits,GCNs/GW290411b_GCN.json,2029-04-11 08:59:27.566462,398.0,0.085,[]
816,GW290412a,476,gammapy_models/GW290412a_catO5_476_gammapy.fits,GCNs/GW290412a_GCN.json,2029-04-12 13:33:29.884088,230.0,0.05,[]
817,GW290412b,2036,gammapy_models/GW290412b_catO5_2036_gammapy.fits,GCNs/GW290412b_GCN.json,2029-04-12 16:25:06.582299,8990.0,1.255,[]
818,GW290413a,864,gammapy_models/GW290413a_catO5_864_gammapy.fits,GCNs/GW290413a_GCN.json,2029-04-13 21:50:18.745148,442.0,0.093,[]
819,GW290414a,43,gammapy_models/GW290414a_catO5_43_gammapy.fits,GCNs/GW290414a_GCN.json,2029-04-14 14:28:40.297338,417.0,0.088,[]
820,GW290414b,2296,gammapy_models/GW290414b_catO5_2296_gammapy.fits,GCNs/GW290414b_GCN.json,2029-04-14 17:51:50.627192,1120.0,0.219,[]
821,GW290414c,1275,gammapy_models/GW290414c_catO5_1275_gammapy.fits,GCNs/GW290414c_GCN.json,2029-04-14 18:59:08.272589,603.0,0.125,[]
822,GW290414d,63,gammapy_models/GW290414d_catO5_63_gammapy.fits,GCNs/GW290414d_GCN.json,2029-04-14 20:53:25.881605,670.0,0.137,[]
823,GW290414e,1580,gammapy_models/GW290414e_catO5_1580_gammapy.fits,GCNs/GW290414e_GCN.json,2029-04-14 22:17:59.202907,414.0,0.088,[]
824,GW290415a,1584,gammapy_models/GW290415a_catO5_1584_gammapy.fits,GCNs/GW290415a_GCN.json,2029-04-15 07:51:12.884620,830.0,0.167,[]
825,GW290416a,1779,gammapy_models/GW290416a_catO5_1779_gammapy.fits,GCNs/GW290416a_GCN.json,2029-04-16 20:22:37.632097,919.0,0.183,[]
826,GW290417a,1112,gammapy_models/GW290417a_catO5_1112_gammapy.fits,GCNs/GW290417a_GCN.json,2029-04-17 04:54:34.774870,62.6,0.014,[]
827,GW290417b,446,gammapy_models/GW290417b_catO5_446_gammapy.fits,GCNs/GW290417b_GCN.json,2029-04-17 05:21:18.695206,289.0,0.062,[]
828,GW290417c,1255,gammapy_models/GW290417c_catO5_1255_gammapy.fits,GCNs/GW290417c_GCN.json,2029-04-17 11:48:28.898217,264.0,0.057,[]
829,GW290417d,1922,gammapy_models/GW290417d_catO5_1922_gammapy.fits,GCNs/GW290417d_GCN.json,2029-04-17 15:53:02.663064,742.0,0.151,[]
830,GW290417e,1449,gammapy_models/GW290417e_catO5_1449_gammapy.fits,GCNs/GW290417e_GCN.json,2029-04-17 23:03:26.257006,137.0,0.03,[]
831,GW290418a,882,gammapy_models/GW290418a_catO5_882_gammapy.fits,GCNs/GW290418a_GCN.json,2029-04-18 00:20:47.742704,606.0,0.125,[]
832,GW290418b,1023,gammapy_models/GW290418b_catO5_1023_gammapy.fits,GCNs/GW290418b_GCN.json,2029-04-18 02:08:43.193346,499.0,0.105,[]
833,GW290418c,2270,gammapy_models/GW290418c_catO5_2270_gammapy.fits,GCNs/GW290418c_GCN.json,2029-04-18 13:30:12.430869,602.0,0.125,[]
834,GW290420a,1788,gammapy_models/GW290420a_catO5_1788_gammapy.fits,GCNs/GW290420a_GCN.json,2029-04-20 03:53:08.571368,752.0,0.153,[]
835,GW290420b,164,gammapy_models/GW290420b_catO5_164_gammapy.fits,GCNs/GW290420b_GCN.json,2029-04-20 11:15:31.242045,10400.0,1.413,[]
836,GW290421a,2182,gammapy_models/GW290421a_catO5_2182_gammapy.fits,GCNs/GW290421a_GCN.json,2029-04-21 16:34:28.866059,459.0,0.097,[]
837,GW290421b,2277,gammapy_models/GW290421b_catO5_2277_gammapy.fits,GCNs/GW290421b_GCN.json,2029-04-21 22:55:17.550654,523.0,0.109,[]
838,GW290422a,2288,gammapy_models/GW290422a_catO5_2288_gammapy.fits,GCNs/GW290422a_GCN.json,2029-04-22 03:06:06.648029,323.0,0.069,[]
839,GW290422b,975,gammapy_models/GW290422b_catO5_975_gammapy.fits,GCNs/GW290422b_GCN.json,2029-04-22 05:04:48.860268,716.0,0.146,[]
840,GW290424a,1340,gammapy_models/GW290424a_catO5_1340_gammapy.fits,GCNs/GW290424a_GCN.json,2029-04-24 10:48:17.704891,784.0,0.159,[]
841,GW290425a,753,gammapy_models/GW290425a_catO5_753_gammapy.fits,GCNs/GW290425a_GCN.json,2029-04-25 19:23:06.672129,1070.0,0.21,[]
842,GW290425b,862,gammapy_models/GW290425b_catO5_862_gammapy.fits,GCNs/GW290425b_GCN.json,2029-04-25 22:38:23.048275,1450.0,0.275,[]
843,GW290426a,1317,gammapy_models/GW290426a_catO5_1317_gammapy.fits,GCNs/GW290426a_GCN.json,2029-04-26 04:46:23.771871,228.0,0.05,[]
844,GW290426b,2236,gammapy_models/GW290426b_catO5_2236_gammapy.fits,GCNs/GW290426b_GCN.json,2029-04-26 21:32:06.357472,379.0,0.081,[]
845,GW290426c,1544,gammapy_models/GW290426c_catO5_1544_gammapy.fits,GCNs/GW290426c_GCN.json,2029-04-26 22:16:12.226086,932.0,0.186,[]
846,GW290427a,1272,gammapy_models/GW290427a_catO5_1272_gammapy.fits,GCNs/GW290427a_GCN.json,2029-04-27 17:33:27.902289,535.0,0.112,[]
847,GW290428a,1942,gammapy_models/GW290428a_catO5_1942_gammapy.fits,GCNs/GW290428a_GCN.json,2029-04-28 08:15:47.124498,665.0,0.137,[]
848,GW290429a,2047,gammapy_models/GW290429a_catO5_2047_gammapy.fits,GCNs/GW290429a_GCN.json,2029-04-29 15:15:43.853240,256.0,0.055,[]
849,GW290430a,1842,gammapy_models/GW290430a_catO5_1842_gammapy.fits,GCNs/GW290430a_GCN.json,2029-04-30 03:21:06.074785,455.0,0.096,[]
850,GW290501a,1607,gammapy_models/GW290501a_catO5_1607_gammapy.fits,GCNs/GW290501a_GCN.json,2029-05-01 07:12:45.923935,669.0,0.137,[]
851,GW290502a,1553,gammapy_models/GW290502a_catO5_1553_gammapy.fits,GCNs/GW290502a_GCN.json,2029-05-02 07:02:30.408254,691.0,0.141,[]
852,GW290503a,1320,gammapy_models/GW290503a_catO5_1320_gammapy.fits,GCNs/GW290503a_GCN.json,2029-05-03 00:44:05.423927,213.0,0.046,[]
853,GW290503b,2074,gammapy_models/GW290503b_catO5_2074_gammapy.fits,GCNs/GW290503b_GCN.json,2029-05-03 14:38:02.837563,1030.0,0.203,[]
854,GW290503c,1797,gammapy_models/GW290503c_catO5_1797_gammapy.fits,GCNs/GW290503c_GCN.json,2029-05-03 16:53:20.899347,7810.0,1.12,[]
855,GW290503d,1089,gammapy_models/GW290503d_catO5_1089_gammapy.fits,GCNs/GW290503d_GCN.json,2029-05-03 17:42:52.903519,1230.0,0.238,[]
856,GW290504a,2215,gammapy_models/GW290504a_catO5_2215_gammapy.fits,GCNs/GW290504a_GCN.json,2029-05-04 16:01:22.436507,580.0,0.12,[]
857,GW290505a,107,gammapy_models/GW290505a_catO5_107_gammapy.fits,GCNs/GW290505a_GCN.json,2029-05-05 00:29:35.151341,729.0,0.149,[]
858,GW290505b,1648,gammapy_models/GW290505b_catO5_1648_gammapy.fits,GCNs/GW290505b_GCN.json,2029-05-05 07:05:09.482620,448.0,0.094,[]
859,GW290506a,1937,gammapy_models/GW290506a_catO5_1937_gammapy.fits,GCNs/GW290506a_GCN.json,2029-05-06 03:41:13.598452,870.0,0.174,[]
860,GW290508a,366,gammapy_models/GW290508a_catO5_366_gammapy.fits,GCNs/GW290508a_GCN.json,2029-05-08 08:14:09.866529,692.0,0.142,[]
861,GW290508b,1902,gammapy_models/GW290508b_catO5_1902_gammapy.fits,GCNs/GW290508b_GCN.json,2029-05-08 19:50:36.592879,2400.0,0.424,[]
862,GW290508c,1964,gammapy_models/GW290508c_catO5_1964_gammapy.fits,GCNs/GW290508c_GCN.json,2029-05-08 21:04:35.167469,531.0,0.111,[]
863,GW290508d,1191,gammapy_models/GW290508d_catO5_1191_gammapy.fits,GCNs/GW290508d_GCN.json,2029-05-08 22:30:45.243160,450.0,0.095,[]
864,GW290509a,2275,gammapy_models/GW290509a_catO5_2275_gammapy.fits,GCNs/GW290509a_GCN.json,2029-05-09 14:55:40.560647,856.0,0.172,[]
865,GW290510a,2119,gammapy_models/GW290510a_catO5_2119_gammapy.fits,GCNs/GW290510a_GCN.json,2029-05-10 23:02:25.019656,360.0,0.077,[]
866,GW290511a,229,gammapy_models/GW290511a_catO5_229_gammapy.fits,GCNs/GW290511a_GCN.json,2029-05-11 09:41:33.230634,845.0,0.17,[]
867,GW290513a,1824,gammapy_models/GW290513a_catO5_1824_gammapy.fits,GCNs/GW290513a_GCN.json,2029-05-13 16:47:17.846252,538.0,0.112,[]
868,GW290513b,1255,gammapy_models/GW290513b_catO5_1255_gammapy.fits,GCNs/GW290513b_GCN.json,2029-05-13 17:42:36.746283,264.0,0.057,[]
869,GW290514a,629,gammapy_models/GW290514a_catO5_629_gammapy.fits,GCNs/GW290514a_GCN.json,2029-05-14 04:44:31.120208,856.0,0.172,[]
870,GW290514b,1059,gammapy_models/GW290514b_catO5_1059_gammapy.fits,GCNs/GW290514b_GCN.json,2029-05-14 05:10:22.320378,7150.0,1.043,[]
871,GW290514c,2236,gammapy_models/GW290514c_catO5_2236_gammapy.fits,GCNs/GW290514c_GCN.json,2029-05-14 11:35:50.175527,379.0,0.081,[]
872,GW290514d,252,gammapy_models/GW290514d_catO5_252_gammapy.fits,GCNs/GW290514d_GCN.json,2029-05-14 15:46:39.272887,757.0,0.154,[]
873,GW290515a,831,gammapy_models/GW290515a_catO5_831_gammapy.fits,GCNs/GW290515a_GCN.json,2029-05-15 22:59:30.019192,469.0,0.099,[]
874,GW290516a,1507,gammapy_models/GW290516a_catO5_1507_gammapy.fits,GCNs/GW290516a_GCN.json,2029-05-16 07:53:55.347847,601.0,0.124,[]
875,GW290516b,569,gammapy_models/GW290516b_catO5_569_gammapy.fits,GCNs/GW290516b_GCN.json,2029-05-16 13:16:03.365168,729.0,0.149,[]
876,GW290516c,1343,gammapy_models/GW290516c_catO5_1343_gammapy.fits,GCNs/GW290516c_GCN.json,2029-05-16 15:51:12.414644,393.0,0.084,[]
877,GW290516d,30,gammapy_models/GW290516d_catO5_30_gammapy.fits,GCNs/GW290516d_GCN.json,2029-05-16 17:54:02.599111,282.0,0.061,[]
878,GW290516e,584,gammapy_models/GW290516e_catO5_584_gammapy.fits,GCNs/GW290516e_GCN.json,2029-05-16 18:52:28.424420,2140.0,0.385,[]
879,GW290517a,1000,gammapy_models/GW290517a_catO5_1000_gammapy.fits,GCNs/GW290517a_GCN.json,2029-05-17 00:01:39.491618,830.0,0.167,[]
880,GW290517b,690,gammapy_models/GW290517b_catO5_690_gammapy.fits,GCNs/GW290517b_GCN.json,2029-05-17 07:32:06.286397,1210.0,0.234,[]
881,GW290518a,1391,gammapy_models/GW290518a_catO5_1391_gammapy.fits,GCNs/GW290518a_GCN.json,2029-05-18 08:38:39.816557,440.0,0.093,[]
882,GW290518b,1235,gammapy_models/GW290518b_catO5_1235_gammapy.fits,GCNs/GW290518b_GCN.json,2029-05-18 19:12:16.856725,685.0,0.14,[]
883,GW290519a,427,gammapy_models/GW290519a_catO5_427_gammapy.fits,GCNs/GW290519a_GCN.json,2029-05-19 04:54:54.179208,4120.0,0.665,[]
884,GW290519b,1106,gammapy_models/GW290519b_catO5_1106_gammapy.fits,GCNs/GW290519b_GCN.json,2029-05-19 07:39:16.164158,1460.0,0.277,[]
885,GW290519c,1429,gammapy_models/GW290519c_catO5_1429_gammapy.fits,GCNs/GW290519c_GCN.json,2029-05-19 17:17:01.332649,1160.0,0.226,[]
886,GW290520a,1986,gammapy_models/GW290520a_catO5_1986_gammapy.fits,GCNs/GW290520a_GCN.json,2029-05-20 04:33:25.858317,173.0,0.038,[]
887,GW290520b,290,gammapy_models/GW290520b_catO5_290_gammapy.fits,GCNs/GW290520b_GCN.json,2029-05-20 07:49:46.504753,461.0,0.097,[]
888,GW290521a,993,gammapy_models/GW290521a_catO5_993_gammapy.fits,GCNs/GW290521a_GCN.json,2029-05-21 01:43:38.000250,8800.0,1.234,[]
889,GW290521b,606,gammapy_models/GW290521b_catO5_606_gammapy.fits,GCNs/GW290521b_GCN.json,2029-05-21 17:27:49.738692,416.0,0.088,[]
890,GW290522a,2016,gammapy_models/GW290522a_catO5_2016_gammapy.fits,GCNs/GW290522a_GCN.json,2029-05-22 12:44:54.782109,931.0,0.185,[]
891,GW290522b,1093,gammapy_models/GW290522b_catO5_1093_gammapy.fits,GCNs/GW290522b_GCN.json,2029-05-22 14:20:30.367062,547.0,0.114,[]
892,GW290523a,1471,gammapy_models/GW290523a_catO5_1471_gammapy.fits,GCNs/GW290523a_GCN.json,2029-05-23 03:21:55.723019,512.0,0.107,[]
893,GW290523b,1610,gammapy_models/GW290523b_catO5_1610_gammapy.fits,GCNs/GW290523b_GCN.json,2029-05-23 11:31:48.258158,935.0,0.186,[]
894,GW290523c,2061,gammapy_models/GW290523c_catO5_2061_gammapy.fits,GCNs/GW290523c_GCN.json,2029-05-23 12:28:40.504857,851.0,0.171,[]
895,GW290524a,1523,gammapy_models/GW290524a_catO5_1523_gammapy.fits,GCNs/GW290524a_GCN.json,2029-05-24 05:45:08.211126,880.0,0.176,[]
896,GW290524b,540,gammapy_models/GW290524b_catO5_540_gammapy.fits,GCNs/GW290524b_GCN.json,2029-05-24 11:16:42.159111,475.0,0.1,[]
897,GW290525a,1573,gammapy_models/GW290525a_catO5_1573_gammapy.fits,GCNs/GW290525a_GCN.json,2029-05-25 04:42:23.113036,331.0,0.071,[]
898,GW290525b,1237,gammapy_models/GW290525b_catO5_1237_gammapy.fits,GCNs/GW290525b_GCN.json,2029-05-25 05:03:27.693853,1080.0,0.212,[]
899,GW290525c,1711,gammapy_models/GW290525c_catO5_1711_gammapy.fits,GCNs/GW290525c_GCN.json,2029-05-25 05:49:22.414676,264.0,0.057,[]
900,GW290526a,1083,gammapy_models/GW290526a_catO5_1083_gammapy.fits,GCNs/GW290526a_GCN.json,2029-05-26 14:44:15.803237,1760.0,0.325,[]
901,GW290527a,1543,gammapy_models/GW290527a_catO5_1543_gammapy.fits,GCNs/GW290527a_GCN.json,2029-05-27 11:56:12.931422,333.0,0.071,[]
902,GW290527b,379,gammapy_models/GW290527b_catO5_379_gammapy.fits,GCNs/GW290527b_GCN.json,2029-05-27 21:56:12.624392,1750.0,0.324,[]
903,GW290528a,751,gammapy_models/GW290528a_catO5_751_gammapy.fits,GCNs/GW290528a_GCN.json,2029-05-28 00:35:27.042392,201.0,0.044,[]
904,GW290528b,905,gammapy_models/GW290528b_catO5_905_gammapy.fits,GCNs/GW290528b_GCN.json,2029-05-28 00:58:56.435406,799.0,0.161,[]
905,GW290528c,2267,gammapy_models/GW290528c_catO5_2267_gammapy.fits,GCNs/GW290528c_GCN.json,2029-05-28 03:04:31.583064,380.0,0.081,[]
906,GW290528d,1547,gammapy_models/GW290528d_catO5_1547_gammapy.fits,GCNs/GW290528d_GCN.json,2029-05-28 21:42:49.207525,992.0,0.196,[]
907,GW290528e,2085,gammapy_models/GW290528e_catO5_2085_gammapy.fits,GCNs/GW290528e_GCN.json,2029-05-28 23:45:15.907353,882.0,0.177,[]
908,GW290529a,785,gammapy_models/GW290529a_catO5_785_gammapy.fits,GCNs/GW290529a_GCN.json,2029-05-29 16:44:09.095916,210.0,0.046,[]
909,GW290530a,1795,gammapy_models/GW290530a_catO5_1795_gammapy.fits,GCNs/GW290530a_GCN.json,2029-05-30 07:15:39.070167,436.0,0.092,[]
910,GW290530b,1353,gammapy_models/GW290530b_catO5_1353_gammapy.fits,GCNs/GW290530b_GCN.json,2029-05-30 07:16:30.702581,525.0,0.11,[]
911,GW290530c,2273,gammapy_models/GW290530c_catO5_2273_gammapy.fits,GCNs/GW290530c_GCN.json,2029-05-30 08:40:34.257055,491.0,0.103,[]
912,GW290531a,1259,gammapy_models/GW290531a_catO5_1259_gammapy.fits,GCNs/GW290531a_GCN.json,2029-05-31 17:31:22.930432,507.0,0.106,[]
913,GW290601a,71,gammapy_models/GW290601a_catO5_71_gammapy.fits,GCNs/GW290601a_GCN.json,2029-06-01 08:14:40.395824,999.0,0.198,[]
914,GW290601b,64,gammapy_models/GW290601b_catO5_64_gammapy.fits,GCNs/GW290601b_GCN.json,2029-06-01 18:40:14.794867,784.0,0.159,[]
915,GW290602a,1183,gammapy_models/GW290602a_catO5_1183_gammapy.fits,GCNs/GW290602a_GCN.json,2029-06-02 03:19:18.867578,554.0,0.115,[]
916,GW290602b,996,gammapy_models/GW290602b_catO5_996_gammapy.fits,GCNs/GW290602b_GCN.json,2029-06-02 13:00:47.366989,966.0,0.192,[]
917,GW290604a,873,gammapy_models/GW290604a_catO5_873_gammapy.fits,GCNs/GW290604a_GCN.json,2029-06-04 10:13:30.839477,296.0,0.064,[]
918,GW290604b,805,gammapy_models/GW290604b_catO5_805_gammapy.fits,GCNs/GW290604b_GCN.json,2029-06-04 18:08:41.373341,533.0,0.111,[]
919,GW290605a,823,gammapy_models/GW290605a_catO5_823_gammapy.fits,GCNs/GW290605a_GCN.json,2029-06-05 05:13:52.532175,1520.0,0.287,[]
920,GW290606a,946,gammapy_models/GW290606a_catO5_946_gammapy.fits,GCNs/GW290606a_GCN.json,2029-06-06 00:29:42.651394,835.0,0.168,[]
921,GW290607a,2246,gammapy_models/GW290607a_catO5_2246_gammapy.fits,GCNs/GW290607a_GCN.json,2029-06-07 07:37:38.645728,686.0,0.14,[]
922,GW290607b,600,gammapy_models/GW290607b_catO5_600_gammapy.fits,GCNs/GW290607b_GCN.json,2029-06-07 22:30:03.160371,618.0,0.128,[]
923,GW290608a,1585,gammapy_models/GW290608a_catO5_1585_gammapy.fits,GCNs/GW290608a_GCN.json,2029-06-08 04:09:14.513195,1690.0,0.314,[]
924,GW290608b,1047,gammapy_models/GW290608b_catO5_1047_gammapy.fits,GCNs/GW290608b_GCN.json,2029-06-08 12:58:22.185624,1460.0,0.277,[]
925,GW290609a,1303,gammapy_models/GW290609a_catO5_1303_gammapy.fits,GCNs/GW290609a_GCN.json,2029-06-09 03:15:28.029942,584.0,0.121,[]
926,GW290609b,465,gammapy_models/GW290609b_catO5_465_gammapy.fits,GCNs/GW290609b_GCN.json,2029-06-09 12:33:41.270092,1080.0,0.212,[]
927,GW290609c,1026,gammapy_models/GW290609c_catO5_1026_gammapy.fits,GCNs/GW290609c_GCN.json,2029-06-09 23:59:56.673468,533.0,0.111,[]
928,GW290610a,2044,gammapy_models/GW290610a_catO5_2044_gammapy.fits,GCNs/GW290610a_GCN.json,2029-06-10 07:36:15.891826,477.0,0.1,[]
929,GW290611a,815,gammapy_models/GW290611a_catO5_815_gammapy.fits,GCNs/GW290611a_GCN.json,2029-06-11 12:44:21.024347,1060.0,0.208,[]
930,GW290612a,1614,gammapy_models/GW290612a_catO5_1614_gammapy.fits,GCNs/GW290612a_GCN.json,2029-06-12 12:14:06.113032,288.0,0.062,[]
931,GW290613a,209,gammapy_models/GW290613a_catO5_209_gammapy.fits,GCNs/GW290613a_GCN.json,2029-06-13 01:47:48.027757,458.0,0.096,[]
932,GW290613b,114,gammapy_models/GW290613b_catO5_114_gammapy.fits,GCNs/GW290613b_GCN.json,2029-06-13 06:42:10.204420,489.0,0.103,[]
933,GW290614a,56,gammapy_models/GW290614a_catO5_56_gammapy.fits,GCNs/GW290614a_GCN.json,2029-06-14 01:39:37.906836,894.0,0.179,[]
934,GW290614b,233,gammapy_models/GW290614b_catO5_233_gammapy.fits,GCNs/GW290614b_GCN.json,2029-06-14 08:10:37.443444,287.0,0.062,[]
935,GW290614c,1496,gammapy_models/GW290614c_catO5_1496_gammapy.fits,GCNs/GW290614c_GCN.json,2029-06-14 12:14:48.975683,221.0,0.048,[]
936,GW290614d,2089,gammapy_models/GW290614d_catO5_2089_gammapy.fits,GCNs/GW290614d_GCN.json,2029-06-14 20:13:31.832345,412.0,0.087,[]
937,GW290614e,1063,gammapy_models/GW290614e_catO5_1063_gammapy.fits,GCNs/GW290614e_GCN.json,2029-06-14 23:44:16.836797,773.0,0.157,[]
938,GW290616a,786,gammapy_models/GW290616a_catO5_786_gammapy.fits,GCNs/GW290616a_GCN.json,2029-06-16 02:17:38.254514,580.0,0.12,[]
939,GW290616b,1703,gammapy_models/GW290616b_catO5_1703_gammapy.fits,GCNs/GW290616b_GCN.json,2029-06-16 09:59:09.849452,1070.0,0.21,[]
940,GW290617a,85,gammapy_models/GW290617a_catO5_85_gammapy.fits,GCNs/GW290617a_GCN.json,2029-06-17 01:26:26.528836,522.0,0.109,[]
941,GW290617b,1506,gammapy_models/GW290617b_catO5_1506_gammapy.fits,GCNs/GW290617b_GCN.json,2029-06-17 11:17:22.257263,574.0,0.119,[]
942,GW290617c,246,gammapy_models/GW290617c_catO5_246_gammapy.fits,GCNs/GW290617c_GCN.json,2029-06-17 19:41:39.834746,447.0,0.094,[]
943,GW290617d,1361,gammapy_models/GW290617d_catO5_1361_gammapy.fits,GCNs/GW290617d_GCN.json,2029-06-17 22:50:30.277960,1110.0,0.217,[]
944,GW290620a,411,gammapy_models/GW290620a_catO5_411_gammapy.fits,GCNs/GW290620a_GCN.json,2029-06-20 09:41:10.372794,224.0,0.049,[]
945,GW290620b,1885,gammapy_models/GW290620b_catO5_1885_gammapy.fits,GCNs/GW290620b_GCN.json,2029-06-20 12:38:09.294433,851.0,0.171,[]
946,GW290621a,105,gammapy_models/GW290621a_catO5_105_gammapy.fits,GCNs/GW290621a_GCN.json,2029-06-21 05:50:27.654675,349.0,0.075,[]
947,GW290622a,604,gammapy_models/GW290622a_catO5_604_gammapy.fits,GCNs/GW290622a_GCN.json,2029-06-22 04:33:09.270276,709.0,0.145,[]
948,GW290623a,1062,gammapy_models/GW290623a_catO5_1062_gammapy.fits,GCNs/GW290623a_GCN.json,2029-06-23 03:16:33.586306,768.0,0.156,[]
949,GW290623b,363,gammapy_models/GW290623b_catO5_363_gammapy.fits,GCNs/GW290623b_GCN.json,2029-06-23 15:07:53.968194,853.0,0.171,[]
950,GW290624a,2192,gammapy_models/GW290624a_catO5_2192_gammapy.fits,GCNs/GW290624a_GCN.json,2029-06-24 01:43:23.016669,441.0,0.093,[]
951,GW290625a,256,gammapy_models/GW290625a_catO5_256_gammapy.fits,GCNs/GW290625a_GCN.json,2029-06-25 05:39:41.109257,732.0,0.149,[]
952,GW290625b,507,gammapy_models/GW290625b_catO5_507_gammapy.fits,GCNs/GW290625b_GCN.json,2029-06-25 21:36:32.259953,240.0,0.052,[]
953,GW290626a,1029,gammapy_models/GW290626a_catO5_1029_gammapy.fits,GCNs/GW290626a_GCN.json,2029-06-26 11:19:06.303312,242.0,0.053,[]
954,GW290626b,1810,gammapy_models/GW290626b_catO5_1810_gammapy.fits,GCNs/GW290626b_GCN.json,2029-06-26 17:22:42.575725,233.0,0.051,[]
955,GW290626c,1845,gammapy_models/GW290626c_catO5_1845_gammapy.fits,GCNs/GW290626c_GCN.json,2029-06-26 20:31:26.743596,786.0,0.159,[]
956,GW290627a,864,gammapy_models/GW290627a_catO5_864_gammapy.fits,GCNs/GW290627a_GCN.json,2029-06-27 05:44:43.836552,442.0,0.093,[]
957,GW290627b,1076,gammapy_models/GW290627b_catO5_1076_gammapy.fits,GCNs/GW290627b_GCN.json,2029-06-27 07:49:49.225919,321.0,0.069,[]
958,GW290629a,1061,gammapy_models/GW290629a_catO5_1061_gammapy.fits,GCNs/GW290629a_GCN.json,2029-06-29 17:22:33.763116,387.0,0.082,[]
959,GW290630a,2296,gammapy_models/GW290630a_catO5_2296_gammapy.fits,GCNs/GW290630a_GCN.json,2029-06-30 08:57:19.786741,1120.0,0.219,[]
960,GW290702a,1617,gammapy_models/GW290702a_catO5_1617_gammapy.fits,GCNs/GW290702a_GCN.json,2029-07-02 02:30:50.916067,895.0,0.179,[]
961,GW290703a,990,gammapy_models/GW290703a_catO5_990_gammapy.fits,GCNs/GW290703a_GCN.json,2029-07-03 04:34:39.967107,805.0,0.163,[]
962,GW290703b,1379,gammapy_models/GW290703b_catO5_1379_gammapy.fits,GCNs/GW290703b_GCN.json,2029-07-03 10:20:47.502316,291.0,0.063,[]
963,GW290704a,1156,gammapy_models/GW290704a_catO5_1156_gammapy.fits,GCNs/GW290704a_GCN.json,2029-07-04 11:30:15.025976,161.0,0.035,[]
964,GW290705a,1489,gammapy_models/GW290705a_catO5_1489_gammapy.fits,GCNs/GW290705a_GCN.json,2029-07-05 04:10:05.262450,530.0,0.111,[]
965,GW290707a,1124,gammapy_models/GW290707a_catO5_1124_gammapy.fits,GCNs/GW290707a_GCN.json,2029-07-07 02:34:54.903586,1830.0,0.336,[]
966,GW290708a,635,gammapy_models/GW290708a_catO5_635_gammapy.fits,GCNs/GW290708a_GCN.json,2029-07-08 09:23:43.809752,1120.0,0.219,[]
967,GW290708b,2216,gammapy_models/GW290708b_catO5_2216_gammapy.fits,GCNs/GW290708b_GCN.json,2029-07-08 11:58:37.864513,133.0,0.029,[]
968,GW290710a,1592,gammapy_models/GW290710a_catO5_1592_gammapy.fits,GCNs/GW290710a_GCN.json,2029-07-10 02:37:18.038600,494.0,0.104,[]
969,GW290711a,2022,gammapy_models/GW290711a_catO5_2022_gammapy.fits,GCNs/GW290711a_GCN.json,2029-07-11 03:21:57.664421,482.0,0.101,[]
970,GW290711b,1261,gammapy_models/GW290711b_catO5_1261_gammapy.fits,GCNs/GW290711b_GCN.json,2029-07-11 04:48:22.012993,485.0,0.102,[]
971,GW290711c,530,gammapy_models/GW290711c_catO5_530_gammapy.fits,GCNs/GW290711c_GCN.json,2029-07-11 22:52:10.644381,833.0,0.168,[]
